node,vip,rf_imp,logp,lasso
MAGOH,0.391079326,0.000968344,0.187537899,0
MAGOHB,0.271911053,0.001030543,0.10955723,0
MAJIN,0.147864304,0.001708191,0.153700372,0
MAL2,0.549875381,0.003826712,0.434361352,0
MAMDC2,0.727697965,6.29E-18,0.521652827,0
MAN2B2,0.325651097,0.002829726,0.128946889,0
MANBAL,0.357998415,0.004209337,0.203895536,0
MAOA,0.316245247,0.001594837,0.183856921,0
MAOB,0.227830619,0.000737217,0.420612118,0
MAP1LC3A,0.128963239,9.59E-19,0.01379289,0
MAP1LC3B,0.632217102,0.026882139,0.679642631,0
MAP1LC3C,0.226304435,3.60E-19,0.051267795,0
MAP2K2,0.404765437,0.001002693,0.332416989,0
MAP2K5,0.209324244,5.87E-18,0.1003491,0
MAP3K20,0.672262278,0.001429039,0.478144712,0
MAP3K7CL,0.075515992,0.000539793,0.011142408,0
MAP7,0.328679309,1.68E-18,0.223361203,0
MAPK1,0.182167016,4.43E-18,0.061330821,0
MAPK10,0.112314909,0.000274284,0.086698036,0
MAPK11,0.194281055,3.12E-18,0.079284321,0
MAPK12,0.363401121,0.00252304,0.351585133,0
MAPK13,0.222874775,0.000503739,0.077138705,0
MAPK14,0.554089808,0.001596374,0.334694005,0
MAPK15,0.262945129,0.000917357,0.159231425,0
MAPK1IP1L,0.165838214,0.002454665,0.057651518,0
MAPK3,0.336863432,0.003053873,0.178993064,0
MAPK4,0.145731765,0.000250584,0.172916909,0
MAPK6,0.250827921,0.000989845,0.106024628,0
MAPK7,0.37610902,0.000931017,0.177654248,0
MAPK8,0.223037871,6.23E-18,0.029438032,0
MAPK8IP2,0.479690863,0.005416005,0.48952898,0
MAPK8IP3,0.34705256,3.83E-18,0.186356854,0
MAPK9,0.522563331,0.002863515,0.2481692,0.129986931
MAPKBP1,0.415308108,4.19E-19,0.211848173,0
MAPRE1,0.586531287,1.20E-19,0.389427821,0
MAPRE2,0.3587659,0,0.128774297,0
MAPRE3,0.307520192,9.59E-19,0.047845121,0
MARCHF5,0.213528876,1.82E-17,0.089292357,0
MARCHF7,0.262370667,0.000501169,0.063947312,0
MARF1,0.354305222,5.75E-18,0.227759068,0
MARK1,0.411681929,0.003630346,0.131509111,0
MAT2A,0.08101957,0.000328703,0.005281262,0
MAT2B,0.727240926,0.000651269,0.703024695,0
MATK,0.419273065,0.006744843,0.64319397,0
MATR3,0.475616789,1.44E-18,0.652858885,0
MAVS,0.259396169,6.83E-18,0.132374427,0
MB21D2,0.537636226,0.000242874,0.333692085,0
MBD3,0.38242094,0.00137155,0.306008515,0
MBD3L1,0.233085928,5.99E-20,0.062031356,0
MBD3L2,0.093477187,0,0.010656033,0
MBIP,0.275165999,0.001966575,0.116809121,0
MBLAC1,0.332147108,0.000756782,0.109517383,0
MBNL2,0.754209514,0,0.684373776,0
MCC,0.762801011,2.04E-18,0.652106441,0
MCCD1,0.018039075,0.000485748,0.000450934,0
MCEMP1,0.09788545,0.000281593,0.001114437,0
MCFD2,0.478273488,0.003653692,0.234212702,0
MCIDAS,0.290203383,0.000281593,0.036786256,0
MCM10,0.455956774,0.007212244,0.422959064,0
MCM6,0.492603394,0.001262128,0.257478126,0
MCM7,0.408968368,4.91E-18,0.364878296,0
MCMBP,0.445875463,0.000762842,0.213244699,0
MDM1,0.472256734,9.59E-19,0.350937608,0
MEAF6,0.209383354,0.005147486,0.075454355,0
MECOM,0.66806689,1.08E-18,0.638329087,0
MECR,0.396105515,0.0013045,0.352436322,0
MED11,0.254786902,0.001151076,0.054365835,0
MED19,0.343549889,6.95E-18,0.219887197,0
MED20,0.305003631,1.26E-17,0.167659115,0
MED25,0.274418502,0.005729979,0.155580913,0
MED28,0.288551275,6.71E-18,0.114853556,0
MED29,0.159518794,0.003783135,0.019410034,0
MED30,0.396974372,0.008640692,0.202742184,0
MED4,0.348760378,0.001975855,0.236496787,0
MEDAG,0.304273932,6.11E-18,0.119691431,0
MEF2A,0.583267584,0.000441589,0.462601115,0
MEGF11,0.122056315,0.001064271,0.084341477,0
MEI4,0.623892419,0.002656706,0.421199057,0
MEIS2,0.703872663,1.14E-18,0.529752809,0
MEIS3,0.259544141,0.000224883,0.08468285,0
MEOX1,0.424593225,0.001598572,0.096637091,0
MESD,0.428792926,0.00225523,0.1784679,0
METTL15,0.161946732,1.47E-17,0.061625662,0
METTL17,0.317642858,0.004988324,0.123351608,0
METTL21A,0.154034967,0.000250584,0.002556102,0
METTL27,0.327832717,0.002775079,0.115052507,0
MFAP1,0.239081663,3.36E-18,0.093659135,0
MFSD14B,0.429140956,5.99E-19,0.284380038,0
MFSD2A,0.516333637,0.000747613,0.375525612,0
MFSD3,0.423824298,0,0.558688634,0
MFSD5,0.249850683,0.000513475,0.062894895,0
MFSD6,0.239084968,0.000497753,0.125411023,0
MGLL,0.28688022,0.002821876,0.132852279,0
MGME1,0.532309812,0.013548387,0.236190658,0
MGST1,0.316113752,0.004595607,0.106566994,0
MGST2,0.405653598,2.40E-18,0.27222111,0
MGST3,0.348563401,0.004003958,0.259005216,0
MIA3,0.337152284,0.000526056,0.186525266,0
MICALL2,0.399541007,0.002433342,0.470259617,0
MID1,0.449355185,0.001315568,0.406320803,0
MIEF1,0.169903827,1.17E-17,0.060861103,0
MIEF2,0.15742457,0.000723846,0.040745116,0
MIEN1,0.096137083,0.000224883,0.101892326,0
MIER3,0.063369986,0.003397095,0.004738917,0
MIF4GD,0.460564061,0.002995972,0.215724748,0
MIIP,0.350147269,0.00313113,0.376679974,0
MIP,0.234951503,0.001095167,0.222953626,0
MIPOL1,0.270126537,4.31E-18,0.072295571,0
MIS18A,0.533909134,0.001696306,0.396495992,0
MISP,0.16446529,0.0005254,0.06114154,0
MITD1,0.610900322,0.009691711,0.461696768,0.052879135
MKKS,0.362050315,0.000514019,0.141311287,0
MKRN1,0.477796588,0.003250554,0.432486803,0
MKRN2,0.486319017,0.000745542,0.23588623,0
MLF1,0.213986572,0.00191662,0.034914596,0
MLH1,0.017995292,0.000946532,0.002000946,0
MLKL,0.241065634,0.000688143,0.031403801,0
MLLT1,0.188992578,0.003260197,0.061138057,0
MLLT6,0.204884166,5.99E-20,0.059092609,0
MLPH,0.551821043,0.001151952,0.551950016,0
MLX,0.337850826,0.001955946,0.146476796,0
MMADHC,0.070208062,0.002261466,0.01192245,0
MMD,0.52800631,0.001761395,0.311182924,0
MMGT1,0.426644723,1.02E-18,0.22026119,0
MNS1,0.238947656,0.001824477,0.08990816,0
MOAP1,0.247499795,4.79E-19,0.127139902,0
MOB1A,0.548797403,9.59E-19,0.392429964,0
MOB2,0.103816441,0.001582181,0.038428402,0
MOB3C,0.469314174,0.000242874,0.34318823,0
MOBP,0.200698596,0.001111076,0.09753962,0
MOG,0.13871436,0.000750523,0.133187274,0
MOGAT1,0.14566424,0.001513633,0.041206129,0
MOGAT2,0.086841869,0.001133412,0.067845503,0
MOGAT3,0.229662912,0.001032412,0.119639064,0
MORF4L1,0.494713311,2.40E-19,0.270975953,0
MORF4L2,0.432227307,0.002032492,0.232001926,0
MORN3,0.239842837,0.000986917,0.172281102,0
MORN4,0.258881271,0.002567625,0.090617694,0
MORN5,0.163861235,0.001663834,0.113928316,0
MOS,0.052175231,0,0.002752346,0
MOSPD1,0.246187135,0.002516615,0.046327853,0
MPP1,0.28969796,6.71E-18,0.231922652,0
MPPED2,0.254931355,0.004203117,0.148915378,0
MRFAP1,0.194255619,0.001242209,0.052711753,0
MRFAP1L1,0.232301506,0.004524258,0.024155676,0
MRM1,0.310948866,0.000793911,0.208517032,0
MRNIP,0.379915392,0.00168193,0.116508357,0
MRPL1,0.102962816,0.00285096,0.031824354,0
MRPL10,0.243208739,0.003771842,0.087324057,0
MRPL11,0.074023558,0.006948367,0.11696583,0
MRPL12,0.382819345,1.08E-18,0.440929071,0
MRPL15,0.448967402,0.002834151,0.548489526,0
MRPL23,0.350114334,0.000539875,0.299650005,0
MRPL28,0.232595984,0.000588786,0.151729281,0
MRPL38,0.377097719,0.004953341,0.284622325,0
MRPL4,0.187789365,4.91E-18,0.083186556,0
MRPL43,0.223832203,0.002137713,0.024026756,0
MRPL53,0.43722997,0.001390763,0.462412764,0
MRPS18B,0.125096979,1.27E-17,0.027311796,0
MRPS23,0.14682652,0.000953858,0.054542704,0
MRS2,0.28279106,2.40E-18,0.075281863,0
MS4A1,0.204115336,1.80E-19,0.029291814,0
MS4A3,0.056331311,1.02E-18,0.034548067,0
MS4A6E,0.203838836,0,0.032369487,0
MSANTD4,0.547383385,2.88E-18,0.395297874,0
MSC,0.504020117,0.002707945,0.165697804,0
MSGN1,0.451209289,0.000577636,0.313020982,0
MSMO1,0.627166182,0.008245128,0.263753824,0.349582582
MSRB3,0.755919813,7.19E-19,0.589217041,0
MSS51,0.259943959,0.00040479,0.161352514,0
MSX2,0.289875125,0.004177482,0.14964169,0
MT1B,0.293374905,0.007631396,0.223779663,0
MTA1,0.446025377,0.000516254,0.23114261,0
MTAP,0.130663915,0,0.029447191,0
MTERF1,0.282010337,0.001932637,0.108145184,0
MTERF3,0.554372692,0.003672939,0.426652522,0
MTERF4,0.242343373,0,0.081645681,0
MTFR1L,0.736057113,0.002591835,0.588088186,0.197906548
MTG1,0.445234806,0.002036636,0.546984928,0
MTIF3,0.301775685,0.001867825,0.173006004,0
MTMR14,0.425708038,0.0036674,0.300343157,0
MTMR9,0.355738516,0.00208241,0.234802657,0
MTURN,0.498994912,0.001348451,0.502670447,0
MTUS1,0.375407591,0.006909778,0.348725974,0
MUC1,0.249663981,0.000769101,0.022762154,0
MUL1,0.387757268,0.002377441,0.268254646,0
MVK,0.133338104,0.003227859,0.038679173,0
MVP,0.31311271,0.001233126,0.097642874,0
MX1,0.249143517,0.002536929,0.158517587,0
MX2,0.248534919,0.001386424,0.092790426,0
MXD3,0.547169024,0.018354728,0.651470226,0
MXI1,0.444175798,4.01E-18,0.314966092,0
MYADML2,0.012998965,0.002467981,0.247068662,0
MYBPHL,0.29625267,1.20E-19,0.268195101,0
MYC,0.310693469,0.000431776,0.312119304,0
MYCL,0.180504283,0.001929319,0.063727457,0
MYDGF,0.472797056,0.000673667,0.411048365,0
MYF5,0.097463008,2.04E-18,0.057022713,0
MYL6,0.255133715,0.000647664,0.18574301,0
MYL7,0.038382361,7.67E-18,0.009115328,0
MYL9,0.545794251,3.83E-18,0.51014893,0
MYLIP,0.5550173,0.00160631,0.218118538,0
MYO15B,0.147828985,0.001486337,0.05358462,0
MYO1B,0.163291654,0.000649136,0.019421615,0
MYO1F,0.32036887,8.33E-18,0.061766077,0
MYOG,0.053847584,0.000747305,0.040613383,0
MYOM1,0.105236094,0.000466772,0.338579125,0
MYOZ1,0.071713263,0.000866551,0.317633894,0
MYOZ2,0.046002212,0.000323456,0.227253995,0
MYOZ3,0.130142488,4.31E-18,0.205201991,0
MYPOP,0.331130136,0.000917648,0.17936648,0
N4BP3,0.189295365,1.92E-18,0.067492641,0
NAA10,0.35282202,3.83E-18,0.396184711,0
NAA11,0.091320437,0.000742295,0.032271213,0
NAA80,0.154241174,2.46E-18,0.048637321,0
NAB2,0.269167399,0.003865928,0.180967082,0
NACC1,0.372429734,0.008282927,0.279630485,0
NADK,0.467494913,0.003278681,0.415469397,0
NADSYN1,0.382929986,0.000250584,0.281110833,0
NAF1,0.086127088,0.003375993,0.003551575,0
NAGK,0.173882247,0.001877973,0.019289259,0
NANOS3,0.280657963,0.006858259,0.12075194,0
NAP1L1,0.502106384,0.007108385,0.365461503,0
NAP1L2,0.502391826,0.008764387,0.224114901,0.166763534
NAP1L3,0.517056361,2.58E-18,0.272098356,0
NAP1L5,0.473400142,0.005167665,0.339133253,0
NAPA,0.276384793,0.004395193,0.075473103,0
NAPB,0.19941632,0.001089198,0.083433273,0
NAPRT,0.272610408,0.002119528,0.114444278,0
NAPSA,0.131146012,0.001222103,0.023257992,0
NAT8,0.044461838,4.79E-19,0.018582482,0
NAT9,0.511470476,0.002098912,0.530991407,0
NAV1,0.180139551,0.000719627,0.078539708,0
NAV2,0.653709682,0.000265041,0.607383288,0
NBL1,0.422902552,0.001962466,0.262881217,0
NBPF26,0.187032264,0.005373511,0.030201128,0
NBPF3,0.07206769,0.001785253,0.016097635,0
NBR1,0.105767178,0.001783041,0.048552236,0
NCALD,0.41606492,0.001720547,0.222702596,0
NCAPH2,0.113977769,0.000666473,0.014192425,0
NCBP1,0.400502899,0.003446928,0.121097161,0
NCDN,0.424129264,0.001765539,0.420029902,0
NCF1,0.332685785,0.000775138,0.06842728,0
NCK1,0.299475697,8.21E-18,0.09522987,0
NCKIPSD,0.057848311,0.002531236,0.009039168,0
NCR3LG1,0.052836256,4.79E-19,0.023139213,0
NCS1,0.675214835,0.003730694,0.526746157,0
NDC80,0.402165712,0.00567216,0.28269782,0
NDEL1,0.219984951,0.000713916,0.091503979,0
NDN,0.475249723,0.001012088,0.345911205,0
NDOR1,0.422600508,0.002588104,0.241635659,0
NDRG4,0.595877882,0.002501482,0.502309652,0
NDUFA3,0.276643392,0.002524031,0.152956079,0
NDUFA7,0.257119967,0.00128484,0.129908071,0
NDUFAB1,0.29948619,0.00630071,0.342333234,0
NDUFAF1,0.15846134,0.001177331,0.013486153,0
NDUFAF2,0.331726956,0,0.234802475,0
NDUFAF3,0.265054028,0.000524933,0.143075927,0
NDUFB1,0.328793783,1.68E-18,0.315076864,0
NDUFB2,0.234429742,0.000267384,0.161652339,0
NDUFB7,0.284910476,0.000472255,0.07520258,0
NDUFB9,0.321567786,5.99E-20,0.304511125,0
NDUFV1,0.268104865,0.002202811,0.215136133,0
NDUFV2,0.393885765,0.000266118,0.454568236,0
NEBL,0.357002547,0.001829272,0.196896246,0
NECAB1,0.898259082,0.095732749,0.823460888,0
NECAB2,0.291543821,0.000345027,0.254176146,0
NECTIN2,0.63452232,0.007626864,0.647670455,0
NECTIN3,0.188781952,1.58E-17,0.072998436,0
NEDD4,0.348455856,0.000502614,0.201238195,0
NEDD9,0.35207069,0.013690815,0.207241003,0
NEFL,0.205169604,0.002250285,0.277865719,0
NEFM,0.340571531,0.004380747,0.184907999,0
NEIL2,0.14254716,0.008344579,0.073853677,0
NEK6,0.161639758,0.001838722,0.042455895,0
NEK8,0.259701976,0.001138098,0.09431692,0
NELFA,0.34383874,1.20E-19,0.210924532,0
NELFCD,0.503498068,0.001469244,0.444655172,0
NEMP1,0.393170429,0.000747022,0.132187638,0
NEU1,0.15483824,9.59E-19,0.081717693,0
NEXN,0.653740136,0.000431776,0.483942233,0
NF2,0.304525028,0.000753494,0.179697626,0
NFE2L2,0.567296896,5.99E-20,0.571896509,0
NFIC,0.250062699,0.005216327,0.11335676,0
NFIL3,0.179113369,0.001264086,0.072219878,0
NFIX,0.228961076,1.44E-18,0.064653137,0
NFKBIA,0.299493347,0,0.178189232,0
NFKBIB,0.247912135,0.001387811,0.138572716,0
NFU1,0.115954527,0,0.024101839,0
NFYA,0.43120582,0.001558607,0.240420699,0
NFYB,0.644762444,0.022724019,0.610070537,0
NFYC,0.097247829,0.001233646,0.024890116,0
NGB,0.019829857,0.001443402,0.071100147,0
NGDN,0.157297868,0.002857446,0.044946075,0
NGLY1,0.292584449,5.99E-18,0.140340477,0
NGRN,0.353025362,5.99E-19,0.235944924,0
NHLH2,0.223290743,0.002525144,0.46220416,0
NHLRC2,0.023679781,0.000431776,0.010001806,0
NHLRC4,0.316509714,9.59E-19,0.215079025,0
NHSL2,0.397133306,1.80E-19,0.310007202,0
NIBAN3,0.215115016,4.79E-19,0.027283693,0
NICN1,0.333406268,0.00265556,0.116111596,0
NID2,0.399628557,0,0.220483615,0
NIF3L1,0.287889745,0.001972775,0.091580292,0
NINJ1,0.317645472,5.99E-20,0.19267778,0
NINJ2,0.496206519,0.004084416,0.173208415,0
NINL,0.325187384,8.39E-19,0.206902269,0
NIPAL4,0.5017933,2.76E-18,0.465660676,0
NKAP,0.314171282,1.20E-19,0.112260288,0
NKAPD1,0.296064531,0.000224883,0.089397119,0
NKD1,0.141605717,0.002149195,0.31154425,0
NKG7,0.230087515,1.01E-17,0.023351012,0
NKX2-4,0.058553133,0,0.007254063,0
NKX3-1,0.333229285,0.000742115,0.13990266,0
NLE1,0.543345364,0.022681269,0.642560712,0
NLK,0.2731159,0.000266487,0.121847692,0
NME1,0.489394697,0.003120837,0.625049424,0
NME4,0.33323042,0.003421773,0.22143279,0
NME7,0.196061684,0.002109077,0.084377064,0
NMI,0.306435748,0.001285654,0.138427346,0
NMRK1,0.184581655,0.000476224,0.060749547,0
NMU,0.263296837,0.001252151,0.046362777,0
NMUR2,0.096842786,1.20E-19,0.009235886,0
NNMT,0.186051131,0.000776461,0.108303932,0
NOC4L,0.349284112,0.000266569,0.252476969,0
NOL12,0.402416353,1.68E-18,0.313916027,0
NOL4,0.16190625,0.00072427,0.186764825,0
NOL6,0.433048857,0,0.336400619,0
NONO,0.568196416,0.002824777,0.530409363,0
NOP2,0.46869643,0.005641084,0.496355981,0
NOP53,0.284512684,0.000509736,0.085723343,0
NOS1AP,0.225783019,8.03E-18,0.145589637,0
NOS3,0.435853287,0.002694216,0.154995337,0
NOTO,0.066272062,0.001383734,0.024301621,0
NOX3,0.032040341,1.20E-19,0.004458753,0
NOXA1,0.36702163,0.007086072,0.362469688,0
NPAS2,0.217679457,0.001101259,0.083850633,0
NPDC1,0.44231584,0.001225282,0.327345502,0
NPFFR2,0.512868059,3.83E-18,0.310771089,0
NPIPA9,0.192671657,8.99E-19,0.022889043,0
NPPB,0.17198556,0.00107944,0.045582615,0
NQO2,0.224204522,9.59E-19,0.061760974,0
NR0B2,0.226617123,0.000497956,0.120475358,0
NR1D2,0.387918673,0.001576904,0.175368573,0
NR1H2,0.227582033,0,0.099088845,0
NR1H3,0.116222377,1.03E-17,0.024038863,0
NR1H4,0.139703215,0.000892919,0.211954786,0
NR2C2AP,0.431024713,5.75E-18,0.318960598,0
NR4A3,0.256022467,0.004798108,0.17246069,0
NRBF2,0.302129086,0.001720923,0.056005893,0
NRBP1,0.351971175,1.32E-18,0.178822133,0
NRDE2,0.133054195,0.000513095,0.037351154,0
NRF1,0.341280905,0.000818576,0.131515776,0
NRIP3,0.205922629,0.005503944,0.341150501,0
NRM,0.432603401,0.002700752,0.366477261,0
NSD1,0.272211176,0.000441589,0.071555275,0
NSD2,0.569464425,0,0.520984475,0
NSD3,0.203907617,0.000738147,0.143606595,0
NSDHL,0.575640489,0.00637923,0.329020244,0
NSMCE2,0.518838866,0.01990013,0.503188357,0
NSMF,0.385851962,0.000268108,0.165913468,0
NSUN4,0.07591668,9.59E-19,0.008889233,0
NT5C,0.164171125,1.20E-19,0.068602936,0
NT5C1A,0.300403994,0.000264353,0.265037054,0
NT5C1B,0.221620195,1.20E-19,0.159671244,0
NT5C1B-RDH14,0.085868595,0,0.005213654,0
NT5C2,0.11216249,1.02E-18,0.01760696,0
NT5DC4,0.325434925,0.019450017,0.205735891,0
NT5E,0.734366412,0.008125777,0.607195756,0
NT5M,0.310904252,1.20E-19,0.229991877,0
NTM,0.28187513,0.002081941,0.33869542,0
NTNG2,0.140614083,0.009148765,0.207902907,0
NUAK2,0.197756561,0.001713541,0.12458436,0
NUB1,0.415235505,0.015178974,0.160780797,0
NUBP2,0.304657433,0.000860982,0.182277937,0
NUCB2,0.007370648,5.75E-18,0.02890431,0
NUDT16L1,0.38845454,0.002487547,0.330146117,0
NUDT18,0.298746908,0.004811637,0.157758086,0
NUDT21,0.35809235,0.002678963,0.196392675,0
NUDT22,0.301406621,5.75E-18,0.135129781,0
NUDT4,0.25332514,0.004814619,0.058159592,0
NUFIP2,0.298642716,5.39E-18,0.071431777,0
NUMB,0.17994029,9.59E-18,0.058555777,0
NUP35,0.159444727,0.002857668,0.053916282,0
NUP50,0.195279498,0,0.018954549,0
NUP54,0.384630561,0.000254868,0.138409999,0
NUP58,0.178786847,0,0.034700973,0
NUP62,0.356479064,0.002289043,0.144075889,0
NUP62CL,0.230232759,0.000879372,0.053252167,0
NUTF2,0.234629763,0.000588786,0.08072551,0
NUTM1,0.086119142,1.02E-18,0.002677283,0
NUTM2F,0.298622728,0.000476224,0.43968094,0
NXF1,0.25427665,0.004236726,0.115008265,0
NXPE2,0.214872424,0.002444898,0.065383692,0
NXT1,0.086863875,0,0.033900953,0
NXT2,0.210619072,2.10E-18,0.056411259,0
OAZ2,0.352786751,0.001346533,0.0795627,0
OAZ3,0.347045806,9.59E-19,0.162151283,0
OBI1,0.464181742,0.001373113,0.319587842,0
OCIAD1,0.057994924,0.002510537,0.000548565,0
OCRL,0.10887713,0,0.023770836,0
ODAM,0.151085945,0.001562259,0.501522156,0
ODAPH,0.224414722,0.002312001,0.049202785,0
ODC1,0.282811703,0.000771029,0.239856352,0
ODF2,0.491204844,0.000540409,0.453708047,0
ODF3B,0.247633623,3.95E-18,0.088530445,0
ODF4,0.161175412,0.002007174,0.052167219,0
OIT3,0.288888288,0.001166426,0.114143099,0
OLIG2,0.082003436,1.92E-18,0.006847189,0
OLIG3,0.167277826,1.92E-18,0.129246776,0
ONECUT3,0.273345642,6.47E-18,0.097153261,0
OOEP,0.177354261,2.40E-19,0.025215025,0
OPCML,0.29789271,0.000249102,0.391840579,0
OPTN,0.565598471,0.000474183,0.415554775,0
OR4F3,0.064413087,0,0.003212883,0
ORC6,0.55762823,0.019426466,0.669085006,0
ORMDL1,0.20411235,0.001172729,0.075463209,0
OSBPL3,0.370481629,0.000512734,0.250155028,0
OSGEP,0.156445116,1.20E-19,0.033938043,0
OSGIN1,0.378572603,0.002387801,0.099797836,0
OSMR,0.170739075,0.000733682,0.00698167,0
OSR2,0.539299839,8.63E-18,0.284354206,0
OSTF1,0.296666227,4.43E-18,0.157569628,0
OTOP3,0.169675804,1.08E-18,0.061116804,0
OTOS,0.170572159,0.000249102,0.039208331,0
OTUB1,0.223904966,0.000729727,0.063654844,0
OTUB2,0.383454573,0.000359813,0.339247139,0
OTUD6A,0.097012169,0,0.002825714,0
OTUD7B,0.21155103,0.000516982,0.049757894,0
OTULIN,0.067815859,0.001214129,0.007112156,0
OTULINL,0.32848541,0.001856279,0.114724233,0
OTX2,0.153509753,0.000607537,0.027110211,0
OVOL1,0.24988144,0.003046982,0.204535097,0
OVOL2,0.253419921,0.001749762,0.128421835,0
OXER1,0.263122669,0.000247372,0.321927955,0
OXNAD1,0.248940749,0.001431609,0.160706504,0
OXR1,0.645063693,0.001762546,0.519205725,0
OXSR1,0.281253041,1.20E-18,0.086555125,0
P2RX1,0.544968691,0.005604589,0.387289291,0
P2RY6,0.331567941,0,0.075841435,0
P4HA3,0.174624565,0.00054925,0.061029926,0
P4HB,0.570309703,0.009722939,0.635616538,0
PACC1,0.342529967,0,0.227799231,0
PACSIN2,0.264918673,0.002928507,0.065202162,0
PACSIN3,0.542288288,0.00662356,0.436222269,0
PADI6,0.098141788,9.59E-19,0.027410398,0
PAF1,0.310879112,0,0.098380062,0
PAGE1,0.179360447,0.001245439,0.077017889,0
PAGE3,0.094160946,0,0.006484417,0
PAH,0.359641653,0.003214114,0.22683938,0
PAICS,0.49815963,0.002176183,0.571252089,0
PAK2,0.35141679,0.000419782,0.102538021,0
PAK5,0.787983334,0.020559196,0.758417662,0
PALB2,0.331258162,1.20E-19,0.114483858,0
PALLD,0.721348489,1.08E-18,0.562741135,0
PALMD,0.356096858,4.37E-18,0.168498144,0
PANK1,0.338647746,0.001827712,0.164258151,0
PANK2,0.259351786,0.000956389,0.058065484,0
PANK3,0.247030188,0,0.029130813,0
PARD6B,0.276719103,4.85E-18,0.0746368,0
PARP11,0.178014469,7.31E-18,0.068528472,0
PARVG,0.417555181,0.000249102,0.13150239,0
PATL1,0.473346464,5.81E-18,0.214223674,0
PATZ1,0.261630392,0.004662208,0.137523437,0
PAX4,0.067874828,0,0.001874137,0
PAX5,0.250574188,0.0008432,0.079370222,0
PAX6,0.250711345,0.003192856,0.1371968,0
PAX7,0.13437643,0.000830339,0.161880411,0
PAX8,0.478775236,0.002174564,0.043525092,0
PAX9,0.344756624,0.003431668,0.152845457,0
PAXIP1,0.43308548,0.000731514,0.343426676,0
PBK,0.44469935,0.000262589,0.600123041,0
PBLD,0.211930764,1.20E-19,0.079728378,0
PBX1,0.57693486,1.20E-19,0.557471946,0
PBX2,0.236224401,0.000263863,0.064111707,0
PBX3,0.331146257,0,0.081102906,0
PBX4,0.178913386,6.53E-18,0.039395155,0
PCBD1,0.370753686,0.000264768,0.340436183,0
PCBD2,0.183588856,0.004191083,0.049121732,0
PCBP1,0.131180574,0.001016356,0.024541831,0
PCBP2,0.628846194,0.010054253,0.463810153,0.473593075
PCBP3,0.143982931,0.00344037,0.256841127,0
PCDH17,0.146946111,0.00079159,0.030694125,0
PCDHB14,0.227431288,0.000799948,0.092499057,0
PCGF1,0.531089389,4.79E-18,0.532094181,0
PCM1,0.344580984,0.000892412,0.313640191,0
PCMTD2,0.373067223,0.004520437,0.115613641,0
PCNA,0.358203167,0,0.131422493,0
PCNX2,0.331429802,0.00216082,0.218997099,0
PCP2,0.19097613,0.003051775,0.097722333,0
PCSK4,0.32420819,0.000236128,0.197702736,0
PCSK5,0.270648199,0.004960808,0.059096451,0
PCSK6,0.481351222,0.002896171,0.551537889,0
PCYT1A,0.242572721,1.80E-19,0.065497297,0
PDCD6IP,0.104486764,0.001849423,0.003265084,0
PDCL2,0.035066645,0,0.005667361,0
PDE4A,0.591244874,0.000472255,0.543563113,0
PDE4C,0.31736361,0.001230229,0.073716089,0
PDE4DIP,0.198855282,0.002147546,0.123036896,0
PDE9A,0.296537816,0.001364802,0.152582016,0
PDGFA,0.256421959,0.005037731,0.102810506,0
PDGFRB,0.508863702,0.001505365,0.14159693,0
PDHX,0.34245904,0.002544482,0.083289377,0
PDIA2,0.239329647,0.002321718,0.478421223,0
PDIA4,0.358706225,5.27E-18,0.32459364,0
PDIA6,0.120893055,0,0.024079207,0
PDLIM1,0.549514944,0.003268613,0.522345797,0
PDLIM4,0.33490868,0.003850126,0.279396852,0
PDLIM7,0.481395028,7.67E-18,0.34134442,0
PDRG1,0.107458765,0.001041127,0.070597692,0
PDZD4,0.190672722,0.002745902,0.023698757,0
PDZD7,0.17169427,0.003655084,0.024903624,0
PDZK1,0.100271971,0.000462617,0.080078324,0
PDZK1IP1,0.154907839,0.001243612,0.005264118,0
PEAR1,0.447375536,0.010393047,0.095045612,0
PECR,0.297967376,0.000870379,0.131231685,0
PEF1,0.193658639,1.08E-18,0.064246025,0
PEG10,0.112352246,0.000922875,0.560083502,0
PELI1,0.048596199,0.002058432,0.008237713,0
PELI2,0.371108149,0.000937014,0.254554066,0
PEMT,0.460211407,0.002440452,0.207592096,0
PER2,0.393257386,0.000566706,0.271633644,0
PEX12,0.128877041,0.000956076,0.037002166,0
PEX14,0.610585657,0.000647664,0.429372081,0
PEX19,0.361087318,0.000551327,0.202714694,0
PFKFB4,0.1533866,9.59E-19,0.036156305,0
PFKM,0.314214213,9.59E-19,0.115739952,0
PGAP2,0.29960091,0,0.075351662,0
PGPEP1,0.316292298,0.001514762,0.08649381,0
PGRMC1,0.824540556,0.003565914,0.793473369,0
PGRMC2,0.342813713,0.000247372,0.153779397,0
PHACTR1,0.189444867,0.004158745,0.081758996,0
PHACTR3,0.099952033,0.001995616,0.161013928,0
PHC1,0.311600553,3.95E-18,0.084039821,0
PHC2,0.375525207,0.005312631,0.116500844,0
PHC3,0.09829379,5.99E-20,0.073546517,0
PHETA1,0.546499717,0.009702242,0.619289707,0
PHF1,0.302337192,0.000869393,0.174992444,0
PHF19,0.59210458,1.08E-18,0.354672692,0
PHF24,0.368012528,1.20E-18,0.137154335,0
PHF7,0.149211343,0.001998064,0.031677771,0
PHLDA1,0.407453937,4.79E-18,0.330261284,0
